name,category,lat,lon
池の上 ボブテイル,food_and_drink,35.6603574,139.67268271
健歯歯科,health_care,35.66046138478654,139.67264986477633
証明写真機 Photo ME,services_and_business,35.660467,139.672982
狸蔵,food_and_drink,35.66047645498862,139.67298339384465
井の頭線なう,services_and_business,35.66044904137094,139.67323835688987
JOYUS,food_and_drink,35.6604956,139.6731593
池ノ上駅,travel_and_transportation,35.6604,139.6733
池ノ上ヤマテピアノ,shopping,35.66029240059603,139.67363838924894
Arte y Solera,education,35.66033369,139.67404103
下北沢の着付け屋さん,shopping,35.66032,139.67438
結姫女子学園,education,35.660259,139.673673
鮨 喜奈古,food_and_drink,35.660145,139.675089
Dotema,services_and_business,35.66017434,139.67565321
特P 代沢2-48-26駐車場,travel_and_transportation,35.660762,139.675339
特P月極 代沢2-46-9駐車場,travel_and_transportation,35.660731,139.673157
光春,food_and_drink,35.66070786,139.67271525
ototo DELI,food_and_drink,35.660759,139.672927
la toile,food_and_drink,35.6607421,139.67276699
かんだクリーニング池の上店,services_and_business,35.66082,139.672841
sot,lifestyle_services,35.66102948,139.67306493
極真会館東京城西下北沢・町田支部 下北沢池ノ上第2道場,sports_and_recreation,35.66104106,139.67298548
PepeRosso,food_and_drink,35.66098531,139.67276316
ヘ ヘ ロッソ,food_and_drink,35.661027197376,139.67279317635
鱒夫亭,food_and_drink,35.66108292,139.67282604
あ～とすぺ～すＭａｓｕｏ,arts_and_entertainment,35.6611411,139.6728144
レンタルスタジオ ハクーロ,services_and_business,35.6610583,139.67294387
S&C Innovation Lab,sports_and_recreation,35.66110589,139.6734383
サントリー,services_and_business,35.661148,139.67337
三由そば店,food_and_drink,35.66119345,139.67304815
パシフィックホーム,services_and_business,35.66129508542968,139.67275384881088
wacca,food_and_drink,35.66146865,139.67340428
オンザポンド 池ノ上　隠れ家レストラン,food_and_drink,35.66150948402956,139.67353325947184
Takagis Home,shopping,35.6613956,139.67348231
Cafe Mardi,food_and_drink,35.66134239,139.67347355
SARYu,lifestyle_services,35.66132417570221,139.67360363042758
Bar Carlisle,food_and_drink,35.66130039,139.67359634
小杉造園,services_and_business,35.66116334064746,139.67414126398302
文化学園服飾博物館,arts_and_entertainment,35.66151123333368,139.6755663000007
手打ちそば 勘,food_and_drink,35.661411348871,139.6748990822
山種美術館,arts_and_entertainment,35.6615539,139.6755549
RoJean,food_and_drink,35.66195949,139.67376618
Yup,food_and_drink,35.66178108,139.67356761
ヘアブランド アリア,lifestyle_services,35.66173778,139.67339761
インド料理 マルジョウ,food_and_drink,35.66173863,139.67339864
KOTOBUKI,food_and_drink,35.66173009,139.67339683
Deepdan,arts_and_entertainment,35.661815,139.673482
A‐chez,lifestyle_services,35.661910237427065,139.67363827389667
PeaPod,shopping,35.66200614,139.67226058
街のカイロプラクティック整体院,health_care,35.66187909,139.67249689
街のメディカル整骨院池ノ上・下北沢院,lifestyle_services,35.66187695370821,139.67252834737582
Aeras Aerial Yoga Studio,sports_and_recreation,35.66184851,139.67244409
Tico Stand Up Please,food_and_drink,35.66192218,139.67222276
シェアプレイス下北沢,lodging,35.661646,139.671557
キリデザイン株式会社,shopping,35.66162109375,139.67181396484
特P 北沢1-42-20駐車場,travel_and_transportation,35.661682,139.671752
やきとり 鳥三,food_and_drink,35.66170634,139.67254762
魔人屋,arts_and_entertainment,35.66166109,139.67249545
ハッチとノラ,food_and_drink,35.66155457,139.67237558
MIN-NANO,shopping,35.66152972,139.6724431
ドラマ下北沢ゲーム・トレカ・音楽・映画販売店,shopping,35.66135479,139.67175162
熊八,food_and_drink,35.66131052,139.67261388
Anastasia.,shopping,35.661209,139.672518
KiYA Bento,food_and_drink,35.66121602,139.6725717
銀行ATM | イーネット ファミリーマート池ノ上駅北口 共同出張所,shopping,35.661138,139.672516
食と酒椿ノ原,food_and_drink,35.66106166,139.67249371
池ノ上産婦人科,health_care,35.66126155316441,139.67067278802165
花太郎本舗,shopping,35.661309311179,139.67006463925
三菱UFJ銀行 下北沢支店,services_and_business,35.66123663837868,139.6700831662287
ビメンド目黒店,lifestyle_services,35.6617458,139.6704404
エニタイムフィットネス下北沢,sports_and_recreation,35.66193,139.670083
ディスクユニオン 下北沢店,shopping,35.66193764,139.67008601
カブトシモキタ,food_and_drink,35.661992,139.6701
Séguret,food_and_drink,35.661992,139.6701
Flamingo Tokyo,services_and_business,35.662047788652664,139.67005016510652
Wine&Tapas freebird,food_and_drink,35.66199296,139.67002528
月灯,food_and_drink,35.66251950714122,139.67005076984265
ダイニングバー Ten,food_and_drink,35.662438,139.670031
東京DOME,food_and_drink,35.66243613752523,139.67008754282674
Gijido,food_and_drink,35.66244091,139.67028164
八代,food_and_drink,35.662444477069,139.67032196894
Dolce,food_and_drink,35.66245777,139.67025633
ＳＴ０７１ＦｒｅｕｄｅII,services_and_business,35.6624722,139.6701667
Lee ＆ CoCo,food_and_drink,35.6625564,139.6703208
十七番地下北沢店,food_and_drink,35.66250119,139.67030087
tonlist,food_and_drink,35.66250370249639,139.67030846350983
ザ・スズナリ,arts_and_entertainment,35.6625,139.67030512
水蓮,food_and_drink,35.6625093,139.67035176
鈴なり横丁,arts_and_entertainment,35.66247902,139.67036377
スナックドルチェ,food_and_drink,35.66245194,139.6703667
Hanare7,food_and_drink,35.66240205,139.67033851
バッキンガム宮殿 suzunari,food_and_drink,35.662417,139.670253
Playmoland,shopping,35.662338852558,139.67011495315
Circus,food_and_drink,35.66227294,139.67056801
リーディングカフェ ピカイチ,services_and_business,35.662227,139.670361
Shimokitazawa Arts,arts_and_entertainment,35.66225875,139.67017647
下北スラッシュ,arts_and_entertainment,35.662054,139.670118
ヘアサロン Amber,lifestyle_services,35.66216788,139.67026464
ピカイチ,food_and_drink,35.66216529299926,139.67034318694738
北沢ゴルフ練習場,sports_and_recreation,35.66206789,139.67063889
石井利和,sports_and_recreation,35.6620675,139.6706486
日本キリスト教団頌栄教会,cultural_and_historic,35.66216153,139.671052
Buzz,lifestyle_services,35.662231268876745,139.67067285124295
マジックスパイス,food_and_drink,35.66223062,139.67062545
AT310,food_and_drink,35.6620747,139.67212342
バーゴリラ,food_and_drink,35.66207002,139.67212384
Just Right,shopping,35.66229485913309,139.67237591743466
アトリエレオパード,lifestyle_services,35.66224081,139.67211598
池ノ上皮膚科,health_care,35.66234313927382,139.67181726272037
Nuk,lifestyle_services,35.66231432,139.67214371
Coffee County Tokyo,food_and_drink,35.66242127,139.67224159
池ノ上カイロプラクティックオフィスPIOS,health_care,35.662475346298464,139.67237221205067
WOM Hair Salon,lifestyle_services,35.6623116,139.67076507
カトリック東京大司教区世田谷教会,cultural_and_historic,35.66260833,139.67072511
"Eau,Vent,Soleil.",shopping,35.6629817,139.6720808
なん八,food_and_drink,35.66268668,139.67010783
シアター711,services_and_business,35.66256404,139.67032614
電気クラゲ,food_and_drink,35.66262003,139.67023111
BUDOKAN,food_and_drink,35.66257369,139.67012418
ハーフムーンOK,food_and_drink,35.66259543,139.67012512
Bar みたび,food_and_drink,35.66266006,139.67021144
Tsukitou Ghetto,food_and_drink,35.6626653,139.67022098
LGBT Café&Bar ラブレス,food_and_drink,35.66257838349051,139.67004464558042
金子ボクシングジム,sports_and_recreation,35.66337676,139.67055445
TAKESHI’S BARBER,lifestyle_services,35.66349,139.670098
STABLER Shimokitazawa Meatsand 2nd,food_and_drink,35.663501140628,139.67019578645
Cafe and Shisha Chotto,food_and_drink,35.66348862,139.67016845
リロード  下北沢,shopping,35.66353674605075,139.67026118243226
Desk Labo,shopping,35.66350767,139.67021595
reload,shopping,35.66352859,139.67015626
flo.dance,shopping,35.66352311,139.67015901
chotto,food_and_drink,35.663544,139.670125
FLUX CONDITIONINGS 下北沢,sports_and_recreation,35.663543,139.670157
MASUNAGA1905 下北沢店,shopping,35.663532,139.670049
APFR TOKYO,shopping,35.66344986,139.67003945
明天好好 New Far Eastern Style Cafe,food_and_drink,35.6637957,139.6704334
Tokyo Vegan Bakes,food_and_drink,35.66374666,139.67047554
FLUX CAFE,food_and_drink,35.663708,139.670232
CYAN -vintage&used-,shopping,35.663579,139.67009
Universal Bakes Nicome,food_and_drink,35.663622,139.670285
Wain Senmonten Pero,shopping,35.66367207,139.67046722
Jazzin' Shimokitazawa,services_and_business,35.663818697058,139.67064705921
Adrift,services_and_business,35.66393969,139.67076883
日本服装新聞社,services_and_business,35.6639455,139.67148875
Salon Gato,lifestyle_services,35.66308607068251,139.6720253036082
現代Heights,food_and_drink,35.66314786,139.67178992
Tas TOKYO,lifestyle_services,35.663825660045994,139.67374979531
三角橋交差点,travel_and_transportation,35.66396539831107,139.67522025711892
Folk Flowers,shopping,35.66398866,139.67556422
特P 駒場4-8-3駐車場,travel_and_transportation,35.663958,139.675476
BLUD,shopping,35.66397447,139.67563947
松蔭学園前,travel_and_transportation,35.66392833,139.67556776
鮨処一貫,food_and_drink,35.66387576,139.67535069
Blackmagic Design,services_and_business,35.66396106,139.6759629
CaFelier,lifestyle_services,35.66402127,139.67633199
世田谷北沢三郵便局,services_and_business,35.6637194,139.6760222
私立松蔭中学校,education,35.66316903,139.67502882
"Information Somatics Laboratory, UTokyo / 東京大学 稲見・門内研究室",education,35.662696479218,139.67666476965
ローソン銀行,services_and_business,35.6626628,139.6764472
バル・エンリケ,food_and_drink,35.662765,139.676014
Kitazawa One,cultural_and_historic,35.66264165,139.67366152
ENEOS Hall,arts_and_entertainment,35.66227005,139.67694263
Nextpv,community_and_government,35.662282430841,139.67678546906
東大先端研 UTokyo Rcast,education,35.6624456,139.6773086
カフェ・マルキス,food_and_drink,35.662122082719456,139.6801073933149
旧前田侯爵邸洋館,cultural_and_historic,35.6620956,139.6800975
駒場公園,sports_and_recreation,35.66221333,139.68000598
旧前田家本邸 和館門及び塀,cultural_and_historic,35.66247975,139.68072067
日本近代文学館,arts_and_entertainment,35.66264002,139.68083072
東京大学 生産技術研究所,education,35.66284321,139.67820702
東京大学先端科学技術研究センター,education,35.66275023,139.67743782
キミコ・プラン・ドゥ,education,35.66404789,139.67678296
Sleek Elite,shopping,35.664049,139.677287
佐藤綜合企画,services_and_business,35.66403119,139.67747895
東京和茶房,food_and_drink,35.66403661326307,139.67747107580465
Luke‘s Tearoom,food_and_drink,35.664024,139.67769
フッコー,shopping,35.663991,139.677523
ex. flower shop and laboratory Uehara,shopping,35.66403103,139.67822999
BOTANIC Inc.,shopping,35.6639844,139.6782336
Senrigan,food_and_drink,35.66404214,139.6784803
ラーメン千里眼,food_and_drink,35.6640121581651,139.6784920245409
ファミリーマート,shopping,35.66395917119992,139.67870257305515
永代供養推進協会,community_and_government,35.66400967,139.67881792
個別指導アカデミー ピコント,education,35.663959,139.679304
Italian Food Select Shop Piatti,shopping,35.66395577,139.67932766
ピアッティ,food_and_drink,35.66395394,139.67944998
駒場ペットクリニック,lifestyle_services,35.66388647,139.67976516
西光亭 本店,food_and_drink,35.66399182135929,139.68043697143628
isso ecco,shopping,35.663566870721,139.67991371138
A Side Strength & Conditioning,sports_and_recreation,35.6635928,139.6807697
岬屋,food_and_drink,35.663325849627185,139.6808071787689
Kosmos Lane Studio and Gallery,shopping,35.66308372,139.68121997
こまばサロン 暖炉,services_and_business,35.6631071,139.68119455
セブンイレブン 渋谷上原2丁目店,shopping,35.663121148664814,139.6826139371121
Cosmos Juice Tomigaya,food_and_drink,35.66316355,139.68290622
セブン銀行,services_and_business,35.663231,139.68252
銀河高原ビールジャパン,food_and_drink,35.66384533,139.68104376
The Vintaging,shopping,35.66391539,139.68490617
東海大学通り商店会,community_and_government,35.663912461513,139.68496620655
大茂里,food_and_drink,35.663755,139.68477794
SAC about cookies,food_and_drink,35.66377119,139.68484619
Tokyo Cooking Studio,education,35.66360737808987,139.6842125058174
粋,food_and_drink,35.66354976,139.68449882
富ヶ谷商盛会,community_and_government,35.663402535709,139.68459069729
Question Marks The Store,shopping,35.66335957,139.68403124
Baluko Laundry Place,services_and_business,35.66347023,139.6842495
Mo' Better Studio,services_and_business,35.66346977,139.68427585
シャンブル・アヴェク・ヴュ,food_and_drink,35.66348104,139.68437039
フレッシュネスバーガー富ヶ谷店,food_and_drink,35.66320351,139.68319844
Wine and Suns,food_and_drink,35.66311893,139.68292724
So Tarte 代々木上原店,shopping,35.663136,139.6844059
ラグビー場,sports_and_recreation,35.66306408740311,139.68450112978414
SHOP by 2e CHESTS / kochi,shopping,35.66293513,139.68464355
七草,food_and_drink,35.66289943,139.6847998
Bondi Coffee Sandwiches,food_and_drink,35.66288814,139.68493998
Happy Life 株式会社,services_and_business,35.662975119997,139.6825297409
ビルトマテリアル,services_and_business,35.66300573346707,139.68236221570027
Bundan Coffee & Beer,food_and_drink,35.66282945,139.68088952
旧前田公爵鄭和館,arts_and_entertainment,35.662400390216206,139.68092670925856
東京大学 駒場キャンパス ラグビー場,sports_and_recreation,35.66221123,139.6843355
東京大学駒場キャンパス 15号館,education,35.66122705,139.68288921
鮨 ふじわら,food_and_drink,35.661078,139.681304
Komaba Park,sports_and_recreation,35.66186048,139.6802567
アトリエ・リアン,services_and_business,35.66199002,139.678878
国立東京大学 駒場リサーチキャンパス,education,35.66195091,139.67818131
リサーチキャンパス購買部,shopping,35.66126784904464,139.67767203706313
Dining Lab 食堂コマニ,food_and_drink,35.661076738403,139.67712991944
遊和食きときと,food_and_drink,35.660643649882,139.68017578125
日本民藝館,arts_and_entertainment,35.66083547,139.6792983
日本民芸協会,community_and_government,35.66083009020271,139.67929221286127
Y-2 BLG,cultural_and_historic,35.6609,139.67861
International Center for Urban Safety Engineering - ICUS,education,35.661018480408,139.67820167542
カポペリカーノ駒場店,services_and_business,35.66104243995275,139.6775789251291
ape cucina naturale,food_and_drink,35.66104451,139.67745998
東京大学 インターナショナルロッジ駒場ロッジ,lodging,35.660397,139.6782
U-Tokyo DLX Design Lab,arts_and_entertainment,35.66043275,139.67700659
Karasans Shudoin,cultural_and_historic,35.660116114283,139.68008019254
Atelier Kina,arts_and_entertainment,35.6603462,139.6822041
アメリカ太平洋地域研究センター図書室,education,35.66068569,139.68311141
駒場国際教育研究棟,education,35.660945,139.683672
Nagai Laboratory,education,35.660316570884,139.68453371272
"Global Komaba,  UTokyo",education,35.660190364104,139.68485355377
ムジク・ピアフォーヌ,services_and_business,35.66000601,139.6802141
銀次郎,food_and_drink,35.66003493,139.67278244
かきのき,food_and_drink,35.660028,139.671557
牛兵衛 草庵,food_and_drink,35.6600255,139.7004704
山下本気うどん,food_and_drink,35.66001179,139.70009457
ジュエリーツツミ渋谷センター街店,shopping,35.660036,139.699683
TFC Shibuya Night Club,arts_and_entertainment,35.6600191,139.69971822
ダイワ靴店,shopping,35.6600142,139.6996531
むし焼包餃子,food_and_drink,35.66001401,139.69965221
大黒屋アパレル館渋谷店,shopping,35.66001048,139.69965656
Shibuya Highball Bar,food_and_drink,35.66002451,139.69946372
ASBee,shopping,35.6600124,139.6993911
一風騎士株式会社渋谷店,shopping,35.66000735,139.69887018
バリバリ鶏渋谷本店,food_and_drink,35.66001965,139.69894921
TORICO,food_and_drink,35.66000785,139.69887441
Lyft Shibuya Store＆Cafe(リフトシブヤストア＆カフェ),shopping,35.66001905,139.69881414
居酒屋 千,food_and_drink,35.66003164,139.6988586
disclandJARO,shopping,35.66003686,139.69868796
HIT,food_and_drink,35.66001798,139.69868487
沖縄食堂 アチココ,food_and_drink,35.66001468,139.6986887
Izakaya,food_and_drink,35.66001479,139.69873375
Watchnian Shibuya,shopping,35.66000781,139.69873679
韓国焼肉 吾照里 渋谷本館,shopping,35.66002908,139.69794007
株式会社freemova,services_and_business,35.660025012221,139.69796419144
麻雀Question 渋谷店,arts_and_entertainment,35.660019,139.697973
Loft101 渋谷店,food_and_drink,35.66001707,139.69797507
Trinity,lifestyle_services,35.66001876,139.69797928
吾照里,food_and_drink,35.66000429,139.69790742
猿,food_and_drink,35.66000607,139.69790755
トータルワーク 渋谷店,services_and_business,35.660005,139.697917
Bar Winny,food_and_drink,35.66000974,139.69790858
東京チーズハウス,food_and_drink,35.66003626,139.69784465
ジャックポット アトワ,food_and_drink,35.66002736,139.69752506
コックマン,food_and_drink,35.66002903,139.69752238
THE CITY BAKERY 渋谷道玄坂通,food_and_drink,35.66000730565662,139.69724535942078
ゲンズ・デンタル・オフィス,health_care,35.6600038,139.69693076
ホリウチ,shopping,35.66001413,139.69674479
チーズフォンデュと串揚げ専門店 串音,food_and_drink,35.66003528,139.69610146
パイレーツ,food_and_drink,35.660035,139.6961
Xanadu,food_and_drink,35.66001383,139.69594822
鉄板焼天渋谷店,food_and_drink,35.660017,139.695971
Studio Freedom,services_and_business,35.66001824,139.69595845
大衆フレンチ酒場 Bouillon Esprit,food_and_drink,35.66003019,139.69596591
Grit at Shibuya,arts_and_entertainment,35.66003274,139.69596004
渋谷GRIT,arts_and_entertainment,35.66003345688907,139.6959149837494
ICON,food_and_drink,35.660025576000564,139.69593539412514
Bistro Sen,food_and_drink,35.6600192,139.69577535
まーさん 渋谷本店,food_and_drink,35.66001331,139.69577761
ポパイ美容室,lifestyle_services,35.66001468548163,139.69577030461397
ROCK HAiR FACTORY,lifestyle_services,35.66001468548163,139.69577030461397
A2,lifestyle_services,35.66001468548163,139.69577030461397
チキンストリート 渋谷店,food_and_drink,35.660015,139.69577
焼肉 いのうえ 渋谷店,food_and_drink,35.66003226,139.69512442
シャルマン 本店,food_and_drink,35.660032,139.69512411
中華そばコヨシ 渋谷店,food_and_drink,35.660035,139.695128
トキワ文具店,shopping,35.66003474,139.69512139
Saravah Tokyo,arts_and_entertainment,35.66003569,139.69512922
クロスロード,food_and_drink,35.66001568,139.69505113
4番サード魚真,food_and_drink,35.66003067,139.69486808
"Panamaboy Co.,Ltd",shopping,35.66001,139.68683
154教室,education,35.66003,139.685155
駒場トラベルセンター,travel_and_transportation,35.66007125,139.68670956
東大温泉サークルokr（おける）,lifestyle_services,35.660225232332,139.68601226807
証明写真機 Photo ME,services_and_business,35.660513,139.68627
Komaba Campus University of Tokyo,education,35.660573,139.685111
東京大学「人間の安全保障」プログラム（Hsp）,education,35.660831065365,139.68541145325
東京大学 駒場キャンパス 18号館ホール,education,35.66099446,139.68497481
東京大学バイオメカニクス-深代・吉岡-研究室,education,35.66084,139.685991
21 KOMCEE West,education,35.66083663865186,139.68613195202406
学生会館,education,35.66099178110678,139.68657777900722
ドローン教習所daikanyama校,services_and_business,35.660634932872,139.68764841557
フィアット 松濤,shopping,35.66087015,139.68895099
株式会社トリコローレ東都,services_and_business,35.660835423859,139.6889090538
FIAT CAFFÉ Shōtō,food_and_drink,35.660739,139.688898
ホンダカーズ東京中央渋谷店,shopping,35.66069324,139.68890428
ポニークリーニング,services_and_business,35.6606219,139.688905
ヤマザキ学園大学渋谷キャンパス,education,35.660555,139.689057
シブヤドッグビューティー,lifestyle_services,35.66050563,139.68906602
ヤマザキ動物看護専門職短期大学,education,35.66046333,139.68894813
ミテッツァ代々木公園,sports_and_recreation,35.66031,139.68906
東大裏バス停,travel_and_transportation,35.660294968743,139.68867301941
学友会室,education,35.660362,139.68735
東大エレクトーンクラブ同窓会,community_and_government,35.660170750719,139.68758404255
キャンパスプラザ,education,35.66027215960777,139.68734733064562
渋谷富ケ谷二郵便局,services_and_business,35.6600581,139.6885072
タイムズ 松濤2丁目,travel_and_transportation,35.6601958068583,139.68876238347966
グルーブ‐デュオ,lifestyle_services,35.66045177171412,139.68935217426727
アイエヌジー司法書士事務所,services_and_business,35.66035276285134,139.6899072293021
Coffee Tavie,food_and_drink,35.660296228724,139.6908416748
明大前バルを運営するカルチャーカンパニー 凌芸舎,arts_and_entertainment,35.660110473633,139.69200134277
サントリー,services_and_business,35.660122,139.69235
Studio Motif,education,35.66036227,139.69263913
シェ松尾 松濤レストラン,food_and_drink,35.660804,139.692413
松濤散策路美術館ルート,sports_and_recreation,35.660832,139.692891
ARD German Television Studio Tokyo,services_and_business,35.66129015,139.68956121
戸栗美術館,arts_and_entertainment,35.6614037,139.69285282
松濤中学校,education,35.661576527667,139.69117141342
アリア松濤,services_and_business,35.661742,139.693114
ヤマト運輸,services_and_business,35.6620556,139.69
eyeRONIM,shopping,35.661901049349005,139.68729956089
United School of Tokyo,education,35.66183954,139.68719951
Kijima Iin Clinic,health_care,35.66182123,139.68720641
木島医院,health_care,35.66177727,139.68713454
西村建設(株),shopping,35.661678314208984,139.68734741210938
古今茶藉,food_and_drink,35.661653,139.687358
べらあめん,food_and_drink,35.66165324,139.68735269
アオバ・ジャパンインターナショナルスクール 松濤アネックス,education,35.66162041,139.68873253
コトハ東京ＰＶＰクリニック,health_care,35.6614275,139.6883744
ライフリトル,services_and_business,35.66133266,139.68843971
らーめん 一信,food_and_drink,35.66133897,139.68772465
一般社団法人 東大無料塾,education,35.6613219,139.6877606
三叉路,food_and_drink,35.66142954,139.68761959
たけ,food_and_drink,35.66150793,139.68760955
デルタパーク富ヶ谷No.10 駐車場,travel_and_transportation,35.661514,139.68752
東京大学教養学部学生自治会,education,35.66106166,139.68636229
第三音楽練習室,education,35.661182,139.68593
スモーカー,lifestyle_services,35.6625502,139.6857935
関東三菱自動車販売渋谷店,shopping,35.66253582,139.68643308
apollostation 富ヶ谷SS,travel_and_transportation,35.66230888397747,139.6869586803493
so-so Studio Tomigaya,shopping,35.662235572524,139.68672296117
山手ラーメン,food_and_drink,35.66209159,139.68676176
松村幼稚園,education,35.662123,139.688849
そば処絆,food_and_drink,35.66252,139.6878676
Letterpress Letters,services_and_business,35.66244053,139.68731248
細山田デザイン事務所,services_and_business,35.66260897,139.68724139
Salvo,services_and_business,35.6625677,139.68731043
hiwasora,lifestyle_services,35.66271809,139.68728184
セブンイレブン 神山店,shopping,35.662699869507065,139.68779422147185
セブン-イレブン,shopping,35.66270339,139.6879128
セブン銀行ATM セブン-イレブン 神山店 共同出張所,shopping,35.662674,139.68789
特P 神山町24-11駐車場,travel_and_transportation,35.662582,139.687836
Fallon Corporation,services_and_business,35.66272938,139.68827104
PUDOステーション,services_and_business,35.662888,139.686416
ハリトオキュウ,health_care,35.66281566,139.68641293
Swarm,services_and_business,35.6627292,139.6859992
Kids On Air,education,35.662604383,139.68561913324
The Coffeeshop Roast Works,food_and_drink,35.66263554,139.68563716
㈱インプレッシブ,services_and_business,35.66265025,139.68566256
Bipod,shopping,35.66265626,139.68550505
No.2,lifestyle_services,35.66271714,139.68545068
Maxクリーニング富ヶ谷店,services_and_business,35.6627871,139.6851491
Star Brain Academy,education,35.6627615,139.68513321
DOUGUYA,shopping,35.66294844635512,139.68551905057743
渋谷富ヶ谷二郵便局,services_and_business,35.663282727001835,139.6852242038955
サントリー,services_and_business,35.6631,139.68608
食事処 むぎ,food_and_drink,35.6630819,139.6863325
富ヶ谷公園,sports_and_recreation,35.66329122,139.68671532
ニフティプランニング,services_and_business,35.66333645275142,139.68569254184277
橘バレエ学校,education,35.66380294,139.68692423
聖愛動物病院,lifestyle_services,35.66374809,139.68742515
Hitotema,food_and_drink,35.663491,139.687486
秀明青写真社,shopping,35.663349,139.687444
日邦防災,shopping,35.663349076842024,139.68744448174417
Restaurant Goût / レストラン　グゥ,food_and_drink,35.66335677297708,139.68742847442627
富ヶ谷出入口,community_and_government,35.663077,139.6879351
ダイドードリンコ,services_and_business,35.6631629,139.6880582
NPC24H 渋谷神山町パーキング,travel_and_transportation,35.663567,139.689906
タイムズ神山町第９,travel_and_transportation,35.66370377,139.68991277
"New Zealand Embassy, Tokyo",community_and_government,35.66380559,139.69047172
シャンブル・アヴェク・ヴュ（CHAMBRE AVEC VUE）,food_and_drink,35.663700242822635,139.69013322843225
ニュージーランド大使館 (New Zealand Embassy),community_and_government,35.66373743466759,139.69053221134905
パーフェクトリバティ教団 東京中央教会,cultural_and_historic,35.66385145,139.69313274
ミモザハウス,services_and_business,35.663328,139.691129
イラク共和国大使館,community_and_government,35.663028,139.692806
聖泉院,cultural_and_historic,35.66265187,139.69133085
モンゴル国大使館,community_and_government,35.662251,139.689144
バスターズカンパニー,services_and_business,35.66217992,139.6902848
ZINO 恵比寿店,food_and_drink,35.662485096893,139.69201505184
コインパーク松濤1丁目第2,travel_and_transportation,35.662226,139.694028
Dining bar 369,food_and_drink,35.66255365,139.69479155
かっぱ 松濤,food_and_drink,35.66255579,139.69479904
ジョワレ松濤,services_and_business,35.662557,139.694799
Shibuya Sushi Ajuuta,food_and_drink,35.66254079,139.69512719
Beacon English Coaching,education,35.662539576927,139.69510316843
Counter Sharing Imantokoro,shopping,35.66255561,139.69513922
FTF 株式会社,shopping,35.6623181,139.6950631
マテリオ,services_and_business,35.66233028962412,139.69505957373215
LIL'RIRE,food_and_drink,35.66228453,139.69511188
ケンユウオフィス,services_and_business,35.66230368,139.69506619
DeployGate Inc.,services_and_business,35.662235,139.6952
お気にめすまま～bar時々cafe～,food_and_drink,35.662239,139.695164
Bag One,food_and_drink,35.66219408486416,139.69521567213224
株式会社アルファ企画,arts_and_entertainment,35.662304045014174,139.69495674004384
タイムズ松濤第2,travel_and_transportation,35.66224886,139.69445511
Project 1,shopping,35.66212312,139.69564417
多賀時計サービスセンター,services_and_business,35.66212659,139.69564806
くし家串猿,food_and_drink,35.66212544,139.69564278
ロクブンノイチ計画,shopping,35.6621239386097,139.6956493463601
PUDOステーション,services_and_business,35.662168,139.695546
ミチナキミチ,food_and_drink,35.662181438123,139.69524716978
Keyhouse,lifestyle_services,35.6622222,139.695475
道玄坂調剤薬局,shopping,35.66230647,139.6953472
